295,2188
610,4575
314,2444
320,2368
295,2175
272,2062
303,2183
278,2014
328,2380
319,2277
295,2127
292,2075
284,2114
289,2133
356,2609
336,2458
397,3003
280,2124
325,2377
289,2093
290,2178
277,2069
289,2144
286,2094
286,2094
374,2725
373,2724
516,3840
331,2358
286,2179
297,2116
284,2089
284,2064
375,2771
306,2216
291,2056
373,2724
290,2115
315,2342
369,2654
281,2058
308,2188
287,2144
297,2121
615,4614
338,2441
301,2181
283,2074
393,2887
311,2191
291,2176
300,2146
349,2458
307,2200
323,2365
290,2109
284,2090
300,2069
291,2184
287,2078
282,2083
287,2106
391,2885
303,2182
281,2081
321,2343
291,2171
292,2082
293,2186
316,2327
355,2672
307,2166
380,2776
290,2106
286,2019
281,2075
296,2248
287,2068
299,2201
284,2074
293,2138
290,2107
285,2053
316,2331
300,2113
319,2383
400,3006
298,2088
304,2214
278,2068
308,2228
314,2257
283,2134
334,2365
287,2028
332,2437
313,2305
291,2181
281,2074
367,2718
297,2110
302,2151
346,2469
303,2216
302,2211
280,2091
302,2218
360,2711
284,2112
300,2143
293,2173
295,2154
296,2124
609,4574
303,2213
336,2416
319,2313
290,2113
300,2133
273,2071
294,2048
334,2375
615,4580
362,2568
281,1996
283,1968
388,2784
297,2187
288,2080
308,2114
282,2030
274,1993
291,2091
271,1919
298,2155
299,2148
299,2212
312,2192
440,3251
312,2312
280,2085
407,3013
288,2103
299,2189
354,2705
295,2175
294,2131
275,2070
293,2145
327,2446
287,2116
283,2091
296,2109
287,2047
322,2353
296,2113
292,2127
290,2047
294,2086
313,2279
301,2166
333,2456
327,2391
314,2220
289,2054
383,2779
316,2341
292,2082
302,2153
283,2089
301,2217
311,2254
284,2059
292,2182
300,2108
291,2083
297,2124
314,2193
304,2329
301,2210
277,2067
385,2781
284,2017
297,2275
438,3249
299,2208
314,2417
285,2066
301,2092
312,2342
310,2170
286,2076
298,2106
292,2092
293,2164
283,1956
383,2779
357,2647
287,2077
285,2075
278,2068
297,2141
300,2286
325,2352
289,2033
339,2492
403,2897
293,2194
318,2332
301,2202
290,2082
322,2323
302,2117
313,2223
374,2770
310,2253
317,2281
237,1683
309,2189
286,2074
361,2712
291,2133
287,2167
331,2301
292,2082
291,2156
297,2192
296,2102
294,2059
620,4585
299,2179
301,2166
291,2060
290,2022
293,2144
388,2784
282,2109
366,2572
288,2088
283,2073
276,2088
325,2373
308,2277
283,2002
292,2082
284,2074
403,3009
330,2376
378,2774
316,2256
316,2364
296,2106
300,2091
359,2649
305,2185
316,2356
282,2036
342,2655
306,2279
361,2712
304,2290
315,2382
313,2302
278,2123
306,2317
292,2098
293,2112
293,2173
249,1695
329,2406
294,2078
316,2272
292,2106
287,2056
294,2070
315,2322
300,2093
294,2087
290,2083
304,2112
322,2278
282,2062
374,2725
307,2207
286,2096
288,2096
290,2114
294,2194
305,2200
307,2181
302,2111
351,2503
325,2281
299,2076
350,2663
282,2072
294,2117
350,2619
321,2443
293,2183
317,2368
290,2109
340,2421
297,2145
296,2176
310,2230
314,2366
288,2078
291,2082
303,2177
290,2082
325,2295
287,2019
301,2191
294,2150
291,2159
368,2701
343,2495
305,2201
287,2098
293,2181
282,2072
305,2217
304,2184
389,2883
282,2068
302,2135
288,2105
291,2138
298,2214
413,3019
323,2400
288,2053
392,2886
302,2182
286,2039
314,2420
301,2096
279,2130
293,2079
308,2251
279,2149
301,2089
271,1941
356,2562
303,2042
380,2731
311,2224
281,2079
291,2059
369,2720
307,2147
352,2627
304,2199
326,2315
296,2100
300,2268
295,2175
272,2065
322,2431
286,2070
290,2147
357,2578
308,2228
298,2241
308,2299
277,2067
293,2121
282,2087
281,2066
376,2772
307,2262
328,2395
327,2391
279,2069
330,2452
297,2083
295,2175
337,2388
304,2279
298,2067
289,2148
279,2069
338,2499
293,2047
309,2373
361,2669
293,2142
293,2081
280,2053
294,2195
366,2641
289,2120
298,2178
294,2174
287,2068
282,2047
322,2354
300,2100
284,2124
296,2104
304,2204
349,2624
356,2680
297,2165
327,2367
286,2085
287,2063
288,2044
292,2193
321,2276
296,2145
300,2044
303,2159
309,2189
302,2218
323,2338
307,2132
304,2205
302,2154
290,2132
297,2131
324,2388
294,2125
306,2263
321,2329
291,2081
281,2100
372,2723
293,2148
277,2033
290,2081
294,2084
294,2137
288,2139
293,2098
278,2072
336,2384
313,2353
291,2065
297,2190
369,2723
297,2210
388,2784
289,2102
331,2379
304,2110
281,2050
298,2135
285,2107
297,2172
281,2041
286,2096
292,2088
279,2050
296,2206
380,2776
286,2135
285,2116
311,2184
331,2379
279,2089
306,2066
291,2144
288,2096
313,2233
298,2088
313,2186
292,2129
282,2078
344,2565
276,2041
379,2775
369,2765
294,2174
279,2069
350,2671
259,1857
296,2158
321,2231
320,2311
343,2660
296,2153
325,2437
291,2171
316,2335
296,2121
286,2139
324,2364
283,2069
304,2206
295,2128
295,2191
306,2112
282,2114
308,2251
306,2186
372,2657
300,2156
302,2128
309,2315
283,2057
288,2107
296,2155
295,2205
335,2460
329,2432
340,2609
375,2771
292,2104
281,2035
285,2050
288,2092
298,2090
305,2073
282,2083
367,2783
295,2193
287,2072
297,2210
290,2068
276,1995
287,2077
368,2764
376,2772
295,2048
318,2332
337,2383
284,2130
279,2048
310,2300
296,2079
352,2639
363,2714
293,2194
282,2065
295,2175
300,2188
295,2190
300,2155
319,2322
295,2137
386,2782
324,2372
302,2157
308,2316
288,2144
312,2339
294,2107
287,2106
329,2482
320,2347
282,2058
359,2710
304,2204
301,2126
333,2311
366,2717
367,2718
289,2120
312,2304
310,2320
320,2305
368,2621
305,2102
356,2669
376,2772
334,2402
276,2080
298,2142
295,2085
284,2103
278,2052
306,2206
305,2248
277,2064
381,2777
287,2077
277,2021
282,2072
298,2226
322,2444
306,2258
314,2292
302,2257
323,2338
301,2162
303,2154
322,2373
302,2139
381,2777
337,2443
307,2150
287,1960
362,2778
307,2219
381,2777
284,2058
294,2168
307,2318
298,2081
289,2058
287,2117
316,2232
288,2096
291,2091
339,2491
290,2113
357,2585
274,2097
325,2377
288,2040
290,1963
314,2194
284,2135
278,2083
294,2077
406,3053
402,2993
290,2029
284,2135
283,2052
311,2265
270,1955
286,2087
367,2718
357,2665
377,2728
301,2132
295,2085
203,1482
326,2317
304,2205
297,2207
331,2437
284,2098
305,2185
294,2046
282,2105
289,2157
315,2293
295,2085
307,2250
297,2240
294,2151
313,2226
288,2135
293,2053
284,2075
271,2012
295,2137
290,2147
285,2082
619,4584
292,2160
302,2116
286,2080
317,2358
296,2250
280,2045
322,2322
283,2073
293,2173
291,2079
322,2332
275,2065
344,2449
283,2080
296,2176
285,2134
287,2095
287,2136
294,2088
314,2198
286,2054
286,2060
321,2362
609,4574
311,2300
298,2123
292,2157
309,2218
290,2099
326,2341
286,2064
287,2096
292,2157
332,2380
342,2663
295,2238
293,2124
275,1960
284,2052
455,3266
317,2318
306,2158
303,2198
317,2339
389,2785
285,2090
283,2074
311,2185
283,2127
284,2090
311,2303
293,2205
317,2323
397,3003
294,2174
319,2343
296,2140
290,2114
330,2378
300,2213
290,2147
277,2025
301,2084
323,2233
254,1801
283,2084
304,2184
609,4574
278,2068
287,2058
449,3260
291,2097
328,2392
294,2059
389,2785
279,2055
363,2714
281,2077
412,3018
287,2077
320,2288
605,4604
318,2360
290,2120
284,2003
289,2077
364,2649
289,2046
281,2050
308,2114
306,2330
365,2716
312,2351
302,2245
297,2163
292,2076
287,2136
297,2253
299,2179
292,2187
326,2353
319,2350
310,2226
284,2139
283,2084
297,2123
311,2303
286,2102
291,2082
284,2074
297,2113
298,2094
329,2344
293,2099
522,3846
291,2186
340,2609
319,2370
613,4578
310,2220
291,2156
313,2269
314,2344
316,2357
285,2073
293,2173
289,2106
294,2091
301,2276
330,2442
292,2111
283,2080
301,2145
279,1964
282,2082
354,2699
286,2076
298,2178
291,2171
311,2353
294,2207
399,2914
291,2035
297,2225
301,2244
303,2109
