1324,10115
496,3971
1078,8119
1172,8916
854,6505
582,4297
1648,13242
854,6501
390,3128
854,6500
854,6508
524,4176
582,4305
854,6505
1172,8924
1566,12613
524,4176
1648,13243
902,6984
432,3410
192,1525
1078,8128
582,4302
1238,9674
1658,13282
766,6286
1566,12605
1122,8583
390,3125
1632,13090
2000,16142
390,3127
1078,8130
1324,10116
1122,8581
1324,10116
582,4310
1154,8947
482,3847
854,6509
854,6509
854,6509
582,4299
390,3127
582,4305
482,3848
854,6504
902,6987
2000,15350
854,6515
582,4308
1238,9674
854,6506
582,4311
854,6515
484,3849
390,3123
854,6510
1324,10121
854,6519
854,6507
902,6983
1096,8093
248,1994
1172,8921
1566,12614
484,3850
1108,8498
1172,8927
582,4299
582,4301
1648,13241
484,3848
586,4569
484,3846
484,3849
582,4299
582,4298
1648,13247
1658,13281
484,3843
484,3846
496,3970
390,3123
248,1993
1632,13090
582,4305
854,6511
284,2110
1950,15153
390,3126
1396,10673
854,6513
742,6040
2000,15559
516,4038
190,1581
1324,10115
390,3128
1172,8929
768,6052
1146,9247
582,4299
484,3848
854,6508
484,3852
854,6510
608,4578
582,4301
1648,13242
854,6509
390,3126
854,6508
390,3118
1256,9822
766,6287
432,3326
690,5016
766,6295
390,3124
854,6505
902,6977
620,4795
1324,10116
766,6294
484,3847
390,3122
582,4299
1566,12614
2000,16375
582,4302
1238,9674
582,4301
766,6292
688,5003
582,4305
1058,7821
2000,15357
1658,13290
2000,15343
2000,16229
2000,15352
766,6292
1636,13097
1648,13247
854,6504
1648,13244
1632,13087
854,6503
620,4790
1648,13246
582,4301
582,4304
1172,8923
1566,12617
1566,12614
390,3119
1154,8945
582,4302
620,4790
1636,13096
432,3328
1636,13098
902,6983
854,6504
902,6985
1122,8577
854,6516
1172,8929
902,6977
956,7448
396,2932
582,4294
1632,13089
484,3850
1470,11378
854,6515
854,6502
902,6986
854,6513
608,4574
854,6513
1154,8954
390,3128
582,4304
484,3846
750,5697
582,4301
854,6508
484,3845
390,3124
854,6509
1648,13245
1636,13099
524,4176
1324,10112
804,6439
582,4301
854,6509
1122,8581
390,3124
484,3850
1122,8584
484,3846
854,6508
582,4304
280,2285
582,4309
854,6505
582,4306
854,6505
396,2930
390,3127
854,6501
472,3393
766,6289
582,4304
582,4306
1566,12614
2000,16138
1238,9680
854,6503
1650,13171
390,3127
582,4303
1324,10120
390,3127
1636,13099
1650,13170
1818,14265
1652,13201
484,3846
766,6290
582,4304
766,6290
854,6505
582,4306
742,6045
664,5355
854,6496
854,6495
1632,13092
1058,7817
2000,16004
1632,13090
1256,9825
1146,9246
390,3120
484,3850
1470,11375
496,3973
472,3398
710,5587
582,4301
484,3842
766,6290
854,6499
482,3849
1636,13099
902,6981
956,7453
390,3120
484,3847
766,6290
854,6514
1172,8926
854,6506
390,3121
1648,13244
854,6503
1154,8948
472,3396
854,6497
284,2116
484,3848
854,6509
1648,13246
902,6987
1636,13099
766,6288
854,6507
1122,8583
766,6297
2000,15470
1256,9824
582,4301
1058,7817
854,6513
248,1994
1256,9830
582,4303
1632,13092
1078,8124
396,2930
390,3112
582,4307
766,6295
582,4298
854,6503
582,4303
190,1582
902,6983
1256,9830
766,6291
390,3118
390,3124
854,6497
1636,13099
1566,12617
620,4791
364,2966
854,6508
766,6293
1566,12616
582,4299
1238,9677
582,4309
582,4300
766,6292
854,6514
484,3851
390,3127
676,4918
690,5018
582,4300
854,6496
2000,15500
902,6984
854,6510
766,6292
390,3129
1950,15147
1078,8123
1632,13092
854,6486
582,4303
2000,15373
390,3124
1632,13091
902,6982
432,3336
854,6507
2000,15495
1172,8926
582,4305
766,6294
484,3842
1058,7818
1122,8579
484,3847
390,3129
2000,15328
484,3852
1298,10100
1122,8580
768,6055
854,6516
484,3849
192,1527
766,6295
1640,13114
582,4307
396,2932
902,6983
582,4298
582,4303
854,6503
1648,13247
482,3850
582,4302
854,6507
484,3854
396,2935
582,4301
1324,10114
664,5354
484,3846
710,5585
582,4300
390,3124
1238,9672
710,5450
710,5453
854,6510
1648,13246
582,4303
582,4301
496,3974
390,3125
484,3846
390,3120
396,2929
1658,13287
854,6510
766,6292
854,6505
1122,8583
1650,13180
828,6401
1650,13172
390,3125
1238,9678
902,6988
432,3330
582,4297
854,6506
582,4298
364,2966
1108,8497
484,3847
582,4302
854,6501
582,4299
854,6502
854,6507
854,6505
390,3122
396,2927
582,4303
390,3126
1078,8130
854,6509
484,3843
192,1519
582,4296
1658,13286
582,4306
582,4305
1256,9829
854,6518
582,4319
484,3850
1648,13247
1058,7821
2000,15529
854,6494
854,6503
1324,10114
524,4178
396,2932
854,6501
582,4301
854,6505
390,3127
664,5352
582,4299
1108,8495
390,3124
854,6512
1470,11383
1632,13090
390,3097
1950,15156
854,6493
854,6511
724,5733
484,3849
854,6511
1122,8579
1818,14261
390,3127
582,4309
524,4171
390,3124
854,6513
484,3853
582,4302
854,6512
244,1954
796,6387
1122,8576
2000,15322
620,4793
1324,10112
766,6295
1566,12617
582,4299
854,6512
582,4298
582,4298
854,6513
390,3127
432,3324
484,3861
582,4304
582,4306
854,6513
710,5452
1648,13245
956,7455
390,3123
2000,16138
1058,7815
524,4176
854,6513
854,6507
582,4313
608,4577
1648,13244
854,6511
854,6490
390,3128
854,6501
484,3849
582,4300
190,1577
1566,12614
582,4305
390,3124
1256,9826
1632,13090
1058,7823
390,3122
390,3128
1648,13245
2000,16400
2000,16143
2000,16085
582,4303
902,6984
2000,16206
854,6505
854,6511
1632,13092
582,4309
854,6506
396,2934
1654,13258
766,6293
1632,13090
484,3851
2000,16207
742,6047
1324,10112
582,4303
1648,13244
902,6983
582,4303
1632,13091
620,4792
1122,8580
854,6497
390,3123
1652,13199
854,6508
390,3129
582,4305
2000,15357
582,4306
956,7455
582,4308
582,4301
854,6507
582,4309
1950,15151
496,3970
1636,13096
1648,13241
1648,13244
902,6980
1238,9673
854,6510
854,6502
956,7453
854,6507
390,3126
1122,8579
192,1521
582,4295
364,2966
742,6044
390,3126
766,6286
1110,8497
1636,13100
1154,8947
766,6292
854,6501
582,4301
902,6987
854,6507
2000,15356
766,6286
1648,13246
488,3845
854,6510
586,4567
390,3122
902,6980
190,1575
854,6511
390,3124
1632,13091
192,1527
1658,13287
390,3117
1324,10115
390,3125
1950,15153
1636,13095
854,6509
1644,13150
2000,15355
1396,10673
2000,15335
550,4079
854,6508
390,3126
854,6503
190,1581
854,6505
582,4301
582,4297
1632,13091
1636,13098
1212,9850
1632,13090
854,6506
710,5452
1324,10115
582,4306
854,6505
710,5455
1324,10115
766,6292
854,6512
854,6509
1122,8583
1636,13098
582,4303
768,6048
1950,15144
582,4307
582,4297
244,1954
1636,13098
2000,16352
582,4306
620,4791
1648,13247
582,4301
582,4300
1566,12607
766,6295
1648,13244
582,4300
1122,8582
1636,13096
766,6288
1636,13099
1256,9830
496,3973
766,6292
582,4303
854,6509
1172,8926
1256,9830
854,6508
192,1525
482,3853
1058,7818
484,3847
1632,13090
1058,7815
768,6049
902,6987
484,3846
390,3126
2000,15476
484,3848
2000,16145
766,6293
854,6513
704,5456
724,5730
582,4304
1154,8941
854,6508
582,4296
496,3975
956,7449
390,3124
1636,13098
582,4304
1648,13244
582,4300
582,4299
854,6507
1640,13133
1658,13281
1648,13244
496,3971
582,4311
768,6050
2000,15322
854,6518
1648,13247
854,6504
390,3121
854,6493
1122,8582
2000,15503
752,5838
1640,13118
766,6293
390,3127
2000,15496
582,4304
1566,12613
582,4304
390,3121
2000,15357
1108,8494
854,6508
1658,13289
484,3846
1652,13205
1636,13098
1154,8941
1256,9825
854,6510
1636,13098
1566,12619
390,3132
582,4307
2000,16145
902,6987
654,5025
516,4039
582,4304
804,6443
618,4726
582,4300
1636,13098
1648,13245
1154,8950
854,6505
1144,8842
854,6504
664,5352
724,5733
1652,13208
582,4304
396,2926
396,2934
432,3324
1470,11376
1566,12614
390,3119
396,2931
854,6509
484,3855
582,4305
390,3123
854,6507
902,6989
1324,10114
1172,8929
2000,15336
582,4301
1658,13288
482,3847
854,6509
484,3848
2000,15350
582,4308
390,3126
1122,8586
516,4035
390,3124
1658,13283
582,4299
1298,10100
766,6290
582,4299
854,6506
854,6509
902,6987
854,6513
582,4301
956,7454
390,3122
1658,13284
1154,8948
582,4307
390,3120
1154,8943
1324,10114
190,1583
854,6504
1652,13209
1172,8921
484,3844
390,3122
484,3860
390,3126
854,6506
390,3130
496,3968
390,3125
1654,13259
390,3121
1174,9327
854,6499
1652,13242
2000,15550
390,3125
854,6515
582,4298
582,4303
854,6507
854,6504
1632,13089
1652,13206
854,6493
1058,7817
1566,12607
1110,8498
390,3121
1324,10120
582,4303
582,4297
766,6292
1122,8580
390,3121
192,1526
1950,15156
854,6510
582,4306
488,3853
2000,15551
854,6510
484,3849
396,2927
582,4297
390,3127
582,4293
582,4302
390,3126
766,6296
390,3125
582,4298
582,4302
1658,13287
496,3968
1632,13091
524,4177
2000,16139
2000,16081
582,4299
390,3122
1470,11375
192,1525
620,4789
854,6509
582,4300
484,3850
854,6501
854,6510
582,4300
1636,13098
608,4579
1238,9673
1636,13098
582,4306
582,4298
390,3126
582,4302
582,4299
1238,9671
1648,13248
248,1992
390,3127
854,6501
582,4300
396,2928
582,4303
1078,8128
1324,10114
2000,16135
1650,13171
2000,16141
854,6507
1058,7821
1110,8498
854,6512
582,4303
190,1580
854,6511
710,5453
1210,9809
556,4113
390,3124
1650,13172
1172,8921
620,4787
2000,15360
582,4298
582,4306
620,4794
854,6503
1108,8498
664,5355
396,3176
1632,13090
244,1954
390,3127
582,4311
2000,15354
1950,15146
1324,10122
496,3970
1154,8941
582,4304
482,3843
396,2932
2000,16353
1650,13172
902,6986
1648,13247
482,3849
2000,15361
1470,11370
854,6508
390,3127
390,3122
524,4171
390,3125
582,4306
582,4299
676,4924
854,6510
472,3393
854,6507
390,3126
484,3849
1110,8498
390,3124
854,6508
1058,7818
582,4300
1648,13248
582,4307
1658,13287
854,6516
390,3117
854,6505
1058,7822
484,3847
190,1578
854,6497
482,3853
2000,15326
854,6509
1566,12617
620,4793
1058,7821
854,6504
484,3853
496,3968
742,6042
854,6499
2000,15476
854,6491
1658,13281
2000,15362
582,4303
582,4300
484,3848
396,2920
2000,15347
854,6511
2000,15364
